"","address","city","state","zip","longitude","latitude"
"755","13240 S Illinois 47","Huntley","IL","60142",-88.4327,42.1375
"756","2531 Plainfield Road","Joliet","IL","60435",-88.1496,41.5709
"757","343 Civic Road","Lasalle","IL","61301",-89.0978,41.3678
"758","1407 W Hudson Blvd","Litchfield","IL","62056",-89.6724,39.1753
"759","364 Richmond Ave E","Mattoon","IL","61938",-88.3462,39.485
"760","8349 West North Avenue","Melrose Park","IL","60160",-87.8325,41.9084
"761","19099 S Old Lagrange Rd","Mokena","IL","60448",-87.8488,41.5431
"762","2601 52nd Avenue","Moline","IL","61265",-90.5004,41.4642
"763","4610 Broadway","Mt Vernon","IL","62864",-88.9572,38.3127
"764","412 S Lincolnway","N Aurora","IL","60542",-88.3224,41.7913
"765","115 Radio City Dr","N Pekin","IL","61554",-89.6357,40.607
"766","1615 N Main","Normal","IL","61761",-88.9956,40.5304
"767","4609 N Harlem Avenue","Norridge","IL","60706",-87.8072,41.9638
"768","737 W Hwy 50","O' Fallon","IL","62269",-89.9263,38.5886
"769","9217 S Cicero Ave","Oak Lawn","IL","60453",-87.741,41.7252
"770","711 North Harlem Avenue","Oak Park","IL","60302",-87.8052,41.8924
"771","17 W 660 22nd Street","Oakbrook Terrace","IL","60181",-87.9728,41.8562
"772","#20 Orland Square Drive","Orland Park","IL","60462",-87.8513,41.6186
"773","975 E Dundee Road","Palatine","IL","60074",-88.0208,42.1392
"774","1310 E Chain of Rocks Rd","Pontoon Beach","IL","62040",-90.0656,38.7611
"775","4111 Timberlake Drive","Pontoon Beach","IL","62040",-90.0718,38.7465
"776","7375 E State St","Rockford","IL","61108",-88.9728,42.27
"777","1812 W Main St","Salem","IL","62881",-88.9765,38.6238
"778","4824 No River Road","Schiller Park","IL","60176",-87.8616,41.9666
"779","16049 Willowbrook Rd","South Beloit","IL","61080",-89.0002,42.4928
"780","2905 Adlai Stevenson","Springfield","IL","62703",-89.6102,39.7582
"781","2599 W Wabash Avenue","Springfield","IL","62704",-89.7062,39.764
"782","1104 Tuscola Blvd","Tuscola","IL","61953",-88.27,39.7901
"783","4 Interstate Drive","Vandalia","IL","62471",-88.8573,39.0136
"784","890 Milwaukee Avenue","Vernon Hills","IL","60061",-87.945,42.2427
"785","959 N Ilinois Rt 3","Waterloo","IL","62298",-90.1636,38.3384
"786","3890 N Point Boulevard","Waukegan","IL","60085",-87.8982,42.3461
"787","7737 S Kingery Hwy","Willowbrook","IL","60527",-87.9438,41.7479
"788","1035 James Ave","Bedford","IN","47421",-86.5183,38.8676
"789","2160 N Walnut St","Bloomington","IN","47401",-86.5343,39.1842
"790","943 E Lewis & Clark Parkway","Clarksville","IN","47129",-85.7734,38.3078
"791","812 N Conner Court","Dale","IN","47523",-86.987,38.1841
"792","15876 W Commerce Rd","Daleville","IN","47334",-85.573,40.114
"793","19501 Elphers Rd","Evansville","IN","47711",-87.5508,38.1557
"794","3901 Hwy 41 N","Evansville","IN","47711",-87.5392,38.0116
"795","5212 Weston Rd","Evansville","IN","47713",-87.6381,37.9772
"796","351 N Green River Rd","Evansville","IN","47715",-87.4926,37.9799
"797","8695 Jack Carnes Way, N","French Lick","IN","47432",-86.6196,38.5501
"798","3150 Grant St","Gary","IN","46408",-87.356,41.5614
"799","1253 S Park Blvd","Greenwood","IN","46143",-86.0777,39.6156
"800","844 East 1250 S","Haubstadt","IN","47639",-87.552,38.1741
"801","3231 East 181st Street","Hebron","IN","46341",-87.2956,41.2893
"802","1720 West Thompson Rd","Indianapolis","IN","46217",-86.1905,39.6924
"803","2490 Post Rd","Indianapolis","IN","46219",-86.0097,39.8039
"804","4795 Kentucky Ave","Indianapolis","IN","46221",-86.2651,39.6986
"805","6241 Crawfordsville Rd","Indianapolis","IN","46224",-86.2689,39.8007
"806","3512 S Keystone Ave","Indianapolis","IN","46227",-86.1207,39.7147
"807","8901 Us 31 South","Indianapolis","IN","46227",-86.1277,39.637
"808","6288 E 82nd St","Indianapolis","IN","46250",-86.059,39.9054
"809","8808 N Michigan Rd","Indianapolis","IN","46268",-86.224,39.9142
"810","3850 Newton St","Jasper","IN","47546",-86.9379,38.4257
"811","4260 State Rd 26 E","Lafayette","IN","47905",-86.8257,40.4177
"812","1401 Ripley Street","Lake Station","IN","46405",-87.2399,41.586
"813","1524 W South St","Lebanon","IN","46052",-86.4857,40.0466
"814","720 E 81st St","Merrillville","IN","46410",-87.3316,41.4714
"815","5800 S Franklin St","Michigan City","IN","46360",-86.894,41.6671
"816","1989 South State Road 57","Oakland City","IN","47660",-87.0919,38.3946
"817","6171 Melton Dr","Portage","IN","46368",-87.1755,41.5985
"818","175 South Honeyrun Parkway","Scottsburg","IN","47170",-85.7867,38.6786
"819","102 Lee Blvd","Shelbyville","IN","46176",-85.7377,39.5257
"820","5300 S State Rt 3","Spiceland","IN","47385",-85.4141,39.8523
"821","3442 Us Highway 41","Terre Haute","IN","47802",-87.4158,39.426
"822","233 S 3rd St","Terre Haute","IN","47807",-87.414,39.4641
"823","2728 N 6th St","Vincennes","IN","47591",-87.5011,38.6913
"824","4982 North 350 East","Whiteland","IN","46184",-86.0356,39.5505
"825","204 Tuttle Creek Blvd","Manhattan","KS","66502",-96.5569,39.1802
"826","9001 W 63rd St","Merriam","KS","66203",-94.6896,39.0142
"827","10480 Metcalf","Overland Park","KS","66212",-94.6677,38.9387
"828","1500 Wannamaker Rd","Topeka","KS","66604",-95.7618,39.0397
"829","3210 Sw Topeka Blvd","Topeka","KS","66611",-95.6875,39.0101
"830","8030 E Kellogg Drive North","Wichita","KS","67208",-97.2439,37.6794
"831","5700 W Kellogg","Wichita","KS","67209",-97.4094,37.6733
"832","4024 E Harry St","Wichita","KS","67218",-97.2893,37.6646
"833","1748 Us Hwy 231 S","Beaver Dam","KY","42320",-86.8665,37.3903
"834","15236 State Route 180","Catlettsburg","KY","41129",-82.6989,38.3648
"835","2008 N Mulberry Ave","Elizabethtown","KY","42701",-85.8268,37.715
"836","4380 South Nashville Rd","Franklin","KY","42134",-86.5577,36.6686
"837","1956 Us Hwy 41 N","Henderson","KY","42420",-87.5754,37.8608
"838","1949 Nicholasville Rd","Lexington","KY","40503",-84.5161,38.0127
"839","1880 Newton Pike","Lexington","KY","40511",-84.4863,38.0959
"840","434 Eastern Parkway","Louisville","KY","40217",-85.7516,38.2117
"841","60 Ruby Drive","Madisonville","KY","42431",-87.4947,37.3276
"842","1610 Richmond St","Mt Vernon","KY","40456",-84.3314,37.3755
"843","18750 Herndon / Oak Grove Rd","Oak Grove","KY","42262",-87.4555,36.6964
"844","4545 Frederica Street","Owensboro","KY","42301",-87.1231,37.7263
"845","200 S Lakeview Dr","Shepherdsville","KY","40165",-85.7013,37.9937
"846","4030 Dutchman's Lane","St Matthews","KY","40207",-85.6334,38.234
"847","1670 Waddy Rd","Waddy","KY","40076",-85.0675,38.1622
"848","13019 Walton Verona","Walton","KY","41094",-84.6246,38.8582
"849","1832 Old Minden Road","Bossier City","LA","71111",-93.7148,32.5164
"850","9510 Greenwood Road","Greenwood","LA","71033",-93.9791,32.4436
"851","5910 Veterans","Metairie","LA","70003",-90.206,30.0057
"852","9080 Mansfield Rd","Shreveport","LA","71118",-93.7982,32.4085
"853","467 Memorial Dr","Chicopee Falls","MA","01020",-72.5774,42.1707
"854","152 Endicott St","Danvers","MA","01923",-70.9362,42.549
"855","243 William S Canning Blvd","Fall River","MA","02721",-71.1619,41.6751
"856","2173 Northampton St","Holyoke","MA","01040",-72.6299,42.1881
"857","160 Winthrop Ave","Lawrence","MA","01843",-71.1462,42.688
"858","38 Commercial Rd","Leominster","MA","01453",-71.7424,42.5334
"859","1284 Boston Rd","Springfield","MA","01119",-72.501,42.1405
"860","494 Lincoln St","Worcester","MA","01605",-71.7748,42.2947
"861","2095 West St","Annapolis","MD","21401",-76.5443,38.9846
"862","1995 E Joppa Rd","Baltimore","MD","21234",-76.5448,39.3992
"863","8025 Belair Road","Baltimore","MD","21236",-76.5073,39.3756
"864","781 Sunburst Highway","Cambridge","MD","21613",-76.061,38.5586
"865","8424 Baltimore Ave","College Park","MD","20740",-76.9327,38.9938
"866","1412 Merrit Boulevard","Dundalk","MD","21222",-76.5046,39.2783
"867","8493 Ocean Gateway","Easton","MD","21601",-76.0601,38.7823
"868","1803 Edgewood Rd","Edgewood","MD","21040",-76.3054,39.4531
"869","6400 Ridge Rd","Eldersburg","MD","21784",-76.9324,39.399
"870","Fort Meade/meade Main Exchange","Fort Meade","MD","20755",-76.7454,39.1094
"871","1207 West Patrick St","Frederick","MD","21701",-77.451,39.4185
"872","100 East Cedar Lane","Fruitland","MD","21826",-75.6126,38.3255
"873","6302 Ritchie Hwy","Glen Burnie","MD","21061",-76.6141,39.2044
"874","1630 Dual Hwy","Hagerstown","MD","21740",-77.693,39.6176
"875","1365 Mellon Rd","Hanover","MD","21076",-76.7106,39.1605
"876","314 Washington Blvd","Laurel","MD","20707",-76.6374,39.1559
"877","1239 National Hwy","Lavale","MD","21502",-78.8355,39.6371
"878","19290 Montgomery Village Ave","Montgomery Village","MD","20886",-77.2038,39.1724
"879","1 Center Drive","North East","MD","21901",-75.9481,39.6247
"880","1000 Starlite Plaza","Oakland","MD","21550",-79.4052,39.4113
"881","11201 Coastal Hwy","Ocean City","MD","21842",-75.0572,38.4179
"882","41 Heather Lane","Perryville","MD","21903",-76.0672,39.5888
"883","405 Punkin Court","Salisbury","MD","21804",-75.5416,38.3662
"884","15061 Georgia Ave","Silver Spring","MD","20853",-77.0766,39.103
"885","2975 Crain Highway","Waldorf","MD","20601",-76.9053,38.6317
"886","400 Englar Rd","Westminster","MD","21157",-76.9889,39.5846
"887","211 Court St","Auburn","ME","04210",-70.2311,44.0979
"888","123 Civic Center Dr","Augusta","ME","04330",-69.7926,44.3381
"889","120 Haskell Rd","Bangor","ME","04401",-68.7394,44.8315
"890","75 High St","Ellsworth","ME","04605",-68.4162,44.5396
"891","1091-1107 Congress St","Portland","ME","04102",-70.2849,43.655
"892","1220 Brighton Ave","Portland","ME","04102",-70.3278,43.6766
"893","1075 Commercial Street","Rockport","ME","04856",-69.0954,44.1299
"894","3310 Washtenaw Rd","Ann Arbor","MI","48104",-83.6943,42.2564
"895","4785 Beckley Road","Battle Creek","MI","49015",-85.2007,42.261
"896","2033 Rawsonville Road","Belleville","MI","48111",-83.5448,42.2165
"897","2701 East Grand River","East Lansing","MI","48823",-84.4573,42.7281
"898","4010 24th Avenue","Ft Gratiot","MI","48059",-82.4558,43.0253
"899","7800 West Grand River Ave","Grand Ledge","MI","48837",-84.6792,42.7869
"900","3127 Plainfield Ne","Grand Rapids","MI","49505",-85.6375,43.019
"901","631 East 24th Street","Holland","MI","49423",-86.0797,42.7759
"902","2560 Airport Road","Jackson","MI","49202",-84.4529,42.2707
"903","3817 Cork Street","Kalamazoo","MI","49001",-85.5319,42.2625
"904","3900 28th Street, Se","Kentwood","MI","49512",-85.5713,42.9125
"905","7330 W Saginaw Highway","Lansing","MI","48917",-84.6582,42.7411
"906","804 Us Highway 27 N","Marshall","MI","49068",-84.9652,42.2845
"907","1224 N Dixie Highway","Monroe","MI","48162",-83.3641,41.9257
"908","3520 Green Street","Muskegon","MI","49444",-86.2356,43.1889
"909","27750 Novi Rd","Novi","MI","48377",-83.476,42.49
"910","31831 Gratiot Ave","Roseville","MI","48066",-82.915,42.5309
"911","2435 Tittabawassee","Saginaw","MI","48604",-83.9642,43.4799
"912","44945 Woodridge","Sterling Heights","MI","48313",-82.9861,42.6265
"913","20565 Eureka Road","Taylor","MI","48180",-83.2352,42.1982
"914","878 Munson Ave","Traverse City","MI","49686",-85.5606,44.7496
"915","715 44th St S W","Wyoming","MI","49509",-85.6821,42.8843
"916","7805 150th St Nw","Apple Valley","MN","55124",-93.2231,44.7319
"917","8850 University Drive","Blaine","MN","55434",-93.2656,45.1304
"918","815 E 78th St","Bloomington","MN","55420",-93.2629,44.8619
"919","4209 W American Blvd","Bloomington","MN","55437",-93.3323,44.8576
"920","6405 James Circle N","Brooklyn Center","MN","55430",-93.3048,45.0716
"921","12950 Aldrich Ave S","Burnsville","MN","55337",-93.2907,44.769
"922","3565 Northdale Blvd","Coon Rapids","MN","55448",-93.3567,45.2075
"923","3050 White Bear Ave","Maplewood","MN","55109",-93.0176,45.0333
"924","255 N Century Ave","Maplewood","MN","55119",-92.9854,44.9471
"925","2700 E Lake St","Minneapolis","MN","55406",-93.2332,44.9484
"926","38681 Tanger Dr","N Branch","MN","55056",-92.9968,45.5091
"927","9020 Quaday Ave Ne","Otsego","MN","55330",-93.5643,45.2816
"928","286 17th Avenue Nw","Rochester","MN","55901",-92.4876,44.0266
"929","1226 S Broadway","Rochester","MN","55904",-92.4633,44.0053
"930","13450 Rogers Dr","Rogers","MN","55374",-93.5502,45.1987
"931","1203 Drury Lane","Arnold","MO","63010",-90.3782,38.4446
"932","1105 N 7 Hwy","Blue Springs","MO","64015",-94.2828,39.1205
"933","2335 W Hwy 76","Branson","MO","65616",-93.2632,36.6414
"934","161 West Dr","Cape Girardeau","MO","63701",-89.5589,37.3045
"935","1100 Knipp Street","Columbia","MO","65203",-92.3726,38.9668
"936","1717 W 5th St","Eureka","MO","63025",-90.6626,38.5045
"937","1096 S.highway Drive","Fenton","MO","63026",-90.4674,38.5423
"938","2925 N Hwy 67","Florissant","MO","63033",-90.3009,38.8081
"939","5789 Campus Pkwy","Hazelwood","MO","63042",-90.3873,38.7742
"940","2500 Sm 291 Hwy","Independence","MO","64055",-94.3802,39.0746
"941","3939 S Noland","Independence","MO","64108",-94.415,39.0494
"942","3602 Range Line Road","Joplin","MO","64801",-94.4785,37.0502
"943","11570 Hwy Ff","Joplin","MO","64804",-94.5177,37.066
"944","1600 Broadway Blvd","Kansas City","MO","64108",-94.5887,39.095
"945","6887 E Front St","Kansas City","MO","64120",-94.5012,39.1301
"946","3832 Blue Ridge Cutoff","Kansas City","MO","64133",-94.5403,39.0362
"947","3294 Gold Rd","Kingdom City","MO","65262",-91.9404,38.9429
"948","1300 Lake St Louis Blvd","Lake St Louis","MO","63367",-90.7676,38.8027
"949","1320 S Jefferson Ave","Lebanon","MO","65536",-92.6495,37.6681
"950","12319 Dorsett Road","Maryland Heights","MO","63043",-90.4486,38.7145
"951","703 State Hwy 80","Matthews","MO","63867",-89.5427,36.7592
"952","2117 Taney St","N Kansas City","MO","64116",-94.5587,39.1456
"953","3001 Lusk Drive","Neosho","MO","64850",-94.3944,36.8415
"954","1140 Technology Dr","O'fallon","MO","63368",-90.7059,38.7162
"955","21921 S East Outer Road","Peculiar","MO","64078",-94.4545,38.7245
"956","8810 E 350 Hwy","Raytown","MO","64133",-94.4766,38.9958
"957","1419 Martin Springs Rd","Rolla","MO","65401",-91.7912,37.9431
"958","2401 W Broadway","Sedalia","MO","65301",-93.2546,38.7052
"959","4760 S Campbell Ave","Springfield","MO","65807",-93.2963,37.1282
"960","1423 S 5th Street","St Charles","MO","63301",-90.4929,38.7712
"961","4015 Frederick Blvd","St Joseph","MO","64506",-94.7966,39.777
"962","11266 Midland Blvd","St Louis","MO","63114",-90.4072,38.7066
"963","6441 S Lindberg Blvd","St Louis","MO","63123",-90.3391,38.5129
"964","10575 Watson Rd","St Louis","MO","63127",-90.4052,38.5556
"965","1515 S Hampton Ave","St Louis","MO","63139",-90.2882,38.6238
"966","3939 Veterans","St Peters","MO","63376",-90.5669,38.7922
"967","231 St Robert Blvd","St Robert","MO","65584",-92.1579,37.8252
"968","825 North Loop Drive","Sullivan","MO","63080",-91.1571,38.226
"969","1 Merlin Drive","Troy","MO","63379",-90.9685,38.9868
"970","#1 Camp Branch Rd","Warrenton","MO","63383",-91.2275,38.8398
"971","429 E Veterans Memorial","Warrenton","MO","63383",-91.1446,38.8193
"972","102 Fore Drive","Wayland","MO","63472",-91.5804,40.3947
"973","1839 Highway 1 South","Greenville","MS","38701",-91.04,33.3715
"974","9351 Canal Rd","Gulfport","MS","39503",-89.1367,30.4213
"975","7541 N Washington Street","Ocean Springs","MS","39564",-88.8419,30.4513
"976","685 Hwy 80 East","Pearl","MS","39208",-90.1607,32.2767
"977","500 Highway 12 E","Starkville","MS","39759",-88.8077,33.4545
"978","501 N 27th St","Billings","MT","59101",-108.5079,45.7861
"979","2010 Overland Ave","Billings","MT","59102",-108.5666,45.7546
"980","3715 31st Street Sw","Great Falls","MT","59404",-111.3596,47.4705
"981","2922 Brooks St","Missoula","MT","59801",-114.0253,46.8438
"982","1 Regent Park Boulevard","Asheville","NC","28806",-82.582,35.5888
"983","7135 Nc #4","Battleboro","NC","27809",-77.8158,36.0605
"984","581 South Highway 9","Black Mountain","NC","28711",-82.319,35.6082
"985","4541 Sunset Rd","Charlotte","NC","28216",-80.8513,35.3069
"986","516 Tyvola Rd","Charlotte","NC","28217",-80.8861,35.1635
"987","University of North Carolina At","Charlotte","NC","28223",-80.7286,35.3076
"988","8031 Concord Mills Blvd","Concord","NC","28027",-80.7162,35.3703
"989","7021 Highway 751, #901","Durham","NC","27707",-78.9597,35.9202
"990","5505 Raeford Rd","Fayetteville","NC","28304",-78.975,35.0442
"991","808 S Memorial Dr","Greenville","NC","27834",-77.3959,35.6052
"992","1043 Jimmie Kerr Road","Haw River","NC","27258",-79.3521,36.0702
"993","1524 Dabney Dr","Henderson","NC","27536",-78.4346,36.3323
"994","1550 Four Seasons","Hendersonville","NC","28792",-82.4487,35.3323
"995","2207 N Marine Blvd","Jacksonville","NC","28546",-77.3859,34.7823
"996","1800 Princeton-Kenly Road","Kenly","NC","27542",-78.1452,35.5748
"997","975 S Main St","Kernersville","NC","27284",-80.0942,36.1091
"998","101 Wintergreen Dr","Lumberton","NC","28358",-79.0038,34.6678
"999","378 West Plaza Drive","Mooresville","NC","28117",-80.8567,35.5936
"1000","1209 Burkemount Avenue","Morganton","NC","28655",-81.6945,35.7181
"1001","4380 Fayetteville Rd","Raleigh","NC","27603",-78.6538,35.7204
"1002","3215 Wake Forest Rd","Raleigh","NC","27609",-78.6208,35.8265
"1003","55 Jr Road","Selma","NC","27576",-78.2871,35.5178
"1004","2025 E Dixon Blvd","Shelby","NC","28150",-81.4817,35.2666
"1005","2020 Highway 172","Sneads Ferry","NC","28460",-77.4301,34.55
"1006","1493 Us Hwy 74-A Bypass","Spindale","NC","28160",-81.8917,35.3327
"1007","103 Sedgehill Dr","Thomasville","NC","27360",-80.0726,35.8622
"1008","1201 S College Road","Wilmington","NC","28403",-77.8862,34.2142
"1009","2806 Raleigh Rd Parkway W","Wilson","NC","27893",-77.9554,35.7383
"1010","405 S 7th St","Bismarck","ND","58504",-100.7817,46.802
"1011","4437 13th Ave Sw","Fargo","ND","58103",-96.8602,46.8619
"1012","3770 32nd Avenue S","Grand Forks","ND","58201",-97.0825,47.8895
"1013","2701 S Broadway","Minot","ND","58701",-101.296,48.2035
"1014","3333 Ramada Road","Grand Island","NE","68801",-98.3428,40.8875
"1015","15010 South State Hwy 31","Gretna","NE","68028",-96.2418,41.137
"1016","3400 Newberry Road","North Platte","NE","69101",-100.7255,41.1018
"1017","201 Chuck Wagon Rd","Ogallala","NE","69153",-101.7149,41.1175
"1018","3509 S 84th St","Omaha","NE","68124",-96.0429,41.2263
"1019","34 Gusabel Avenue","Nashua","NH","03063",-71.4959,42.7674
"1020","92 Cluff Crossing Rd","Salem","NH","03079",-71.2185,42.7653
"1021","261 Plainfield Road","W Lebanon","NH","03784",-72.3239,43.6268
"1022","1286 St Georges Ave","Avenel","NJ","07001",-74.2933,40.5827
"1023","221 Us Hwy 130","Bordentown","NJ","08505",-74.7016,40.1441
"1024","326 Slapes Corner Road","Carney's Point","NJ","08069",-75.4841,39.6851
"1025","1410 Blackwood Clementon Rd","Clementon","NJ","08021",-75.0389,39.8034
"1026","752 Hwy #18","East Brunswick","NJ","08816",-74.3811,40.4261
"1027","242 E White Horse Pike","Galloway","NJ","08205",-74.5282,39.4459
"1028","335 Tilton Rd","Northfield","NJ","08225",-74.5568,39.3862
"1029","5550 Route 42","Turnersville","NJ","08012",-75.0472,39.7584
"1030","1001 W Landis Ave","Vineland","NJ","08360",-75.0446,39.4871
"1031","3513 S Delsea Dr","Vineland","NJ","08360",-75.0409,39.4357
"1032","930 S White Sands","Alamogordo","NM","88310",-105.9602,32.8809
"1033","9911 Avalon Rd Nw","Albuquerque","NM","87105",-106.7459,35.0784
"1034","1620 Towne Center Lane S.e","Albuquerque","NM","87106",-106.6298,35.0592
"1035","5201 San Antonio Drive","Albuquerque","NM","87109",-106.5864,35.1602
"1036","2400 San Mateo Blvd Ne","Albuquerque","NM","87110",-106.5878,35.1055
"1037","11261 Menaul Blvd Ne","Albuquerque","NM","87112",-106.516,35.1089
"1038","1602 Coors Road Nw","Albuquerque","NM","87121",-106.7057,35.1034
"1039","254 Us 550","Bernalillo","NM","87004",-106.5411,35.3175
"1040","810 W Pierce St","Carlsbad","NM","88220",-104.2357,32.4357
"1041","3501 N Prince St","Clovis","NM","88101",-103.1965,34.4339
"1042","120 N Platinum","Deming","NM","88030",-107.7562,32.2691
"1043","60 State Road 344","Edgewood","NM","87013",-106.1915,35.0695
"1044","600 Scott Ave","Farmington","NM","87401",-108.1897,36.7306
"1045","3810 E Hwy 66","Gallup","NM","87301",-108.7309,35.519
"1046","836 N Us 491","Gallup","NM","87301",-108.7589,35.5341
"1047","1700 Sidney Dr","Grants","NM","87020",-107.827,35.1251
"1048","5114 N Lovington Highway","Hobbs","NM","88240",-103.1778,32.7576
"1049","1 Giant Crossing","Jamestown","NM","87347",-108.4373,35.4785
"1050","740 S Main St","Las Cruces","NM","88001",-106.7777,32.3035
"1051","3901 Bataan Memorial Hwy West","Las Cruces","NM","88012",-106.7234,32.3824
"1052","11 Old Highway 70","Lordsburg","NM","88045",-108.9831,32.6111
"1053","1875 Emilio Lopez Loop","Los Lunas","NM","87031",-106.7568,34.815
"1054","430 Clayton Rd","Raton","NM","87740",-104.4357,36.885
"1055","2200 N Main St","Roswell","NM","88220",-104.5231,33.4187
"1056","26137 W Hwy 70","Ruidoso Downs","NM","88346",-105.587,33.3328
"1057","3004 Cerrillos Rd","Santa Fe","NM","87507",-105.9929,35.6545
"1058","2255 N Date St","Truth or Consequences","NM","87901",-107.2492,33.1554
"1059","2021 S Mountain Rd","Tucumcari","NM","88401",-103.7025,35.1521
"1060","900 Hwy 95 North","Beatty","NV","89003",-116.7518,36.9157
"1061","2299 N Carson St","Carson City","NV","89706",-119.7675,39.1815
"1062","2405 Moutain City Hwy","Elko","NV","89801",-115.7906,40.8369
"1063","480 Truck Inn Way","Fernley","NV","89408",-119.2179,39.6149
"1064","1201 W Warm Springs Rd","Henderson","NV","89014",-115.0375,36.0562
"1065","1 Main St","Jean","NV","89019",-115.3291,35.7781
"1066","5585 Simmons St","Las Vegas","NV","89031",-115.18,36.2614
"1067","450 Fremont Street","Las Vegas","NV","89101",-115.1413,36.1695
"1068","6300 W Charleston #110","Las Vegas","NV","89102",-115.2323,36.1592
"1069","3330 W Tropicana Avenue","Las Vegas","NV","89103",-115.184,36.1007
"1070","5045 W Tropicana","Las Vegas","NV","89103",-115.21,36.1008
"1071","1826 S Las Vegas Blvd","Las Vegas","NV","89104",-115.1537,36.1494
"1072","3001 S Las Vegas Blvd","Las Vegas","NV","89109",-115.1643,36.133
"1073","3081 S Maryland Park","Las Vegas","NV","89109",-115.1369,36.1339
"1074","3397 S Las Vegas Blvd","Las Vegas","NV","89109",-115.1719,36.1212
"1075","3771 S Las Vegas Blvd","Las Vegas","NV","89109",-115.1728,36.1039
"1076","310 N Nellis Blvd","Las Vegas","NV","89110",-115.0621,36.1645
"1077","8000 W Sahara Ave","Las Vegas","NV","89117",-115.2655,36.1439
"1078","2380 E Tropicana Ave","Las Vegas","NV","89119",-115.1192,36.1001
"1079","7200 S Las Vegas Blvd","Las Vegas","NV","89119",-115.1723,36.0583
"1080","5318 Boulder Highway","Las Vegas","NV","89122",-115.0572,36.1062
"1081","9320 S Eastern Ave","Las Vegas","NV","89123",-115.1185,36.0201
"1082","7341 W Lake Mead Blvd","Las Vegas","NV","89128",-115.2523,36.196
"1083","7071 W Craig Rd, #101","Las Vegas","NV","89129",-115.2494,36.2405
"1084","9310 W Tropicana Ave","Las Vegas","NV","89147",-115.2948,36.1
"1085","Nellis Air Force Base","Las Vegas","NV","89191",-115.14,36.1719
"1086","2700 S Casino Dr","Laughlin","NV","89029",-114.5759,35.1503
"1087","3230 Losee Rd","N Las Vegas","NV","89030",-115.1265,36.2185
"1088","4280 W Craig Rd","N Las Vegas","NV","89031",-115.1981,36.2392
"1089","2400 North Rancho Dr","N Las Vegas","NV","89130",-115.1966,36.2003
"1090","240 S Nevada Hwy 160","Pahrump","NV","89048",-115.9878,36.2111
"1091","31900 S Las Vegas Blvd","Primm","NV","89019",-115.3874,35.6114
"1092","1100 E Plumb Lane","Reno","NV","89502",-119.7838,39.5059
"1093","680 N Wells Ave","Reno","NV","89512",-119.8033,39.5356
"1094","205 Nugget Ave","Sparks","NV","89431",-119.7456,39.5342
"1095","114 Wolf Road","Albany","NY","12205",-73.8078,42.7178
"1096","3920 Maple Road","Amherst","NY","14226",-78.8172,42.9909
"1097","176 Grant Ave","Auburn","NY","13021",-76.5492,42.9464
"1098","364 W Main St","Batavia","NY","14020",-78.2017,43.0044
"1099","1250 Upper Front St","Binghamton","NY","13901",-75.896,42.1573
"1100","805 Pennsylvania Ave","Brooklyn","NY","11207",-73.8901,40.658
"1101","2215 Delaware Ave","Buffalo","NY","14216",-78.8681,42.9444
"1102","4445 Main St","Buffalo","NY","14226",-78.7857,42.9635
"1103","5300 W Genessee St","Camillus","NY","13031",-76.269,43.0413
"1104","160 Eastern Blvd","Canandaigua","NY","14424",-77.2627,42.8784
"1105","371 Old Country Road","Carle Place","NY","11514",-73.6025,40.7454
"1106","255 Centereach Mall","Centereach","NY","11720",-73.0743,40.86
"1107","4610 Genesee St","Cheektowaga","NY","14225",-78.7156,42.9347
"1108","7873 Brewerton Road","Cicero","NY","13212",-76.1249,43.1511
"1109","8484 Allegheny Road","Corfu","NY","14036",-78.4058,42.9575
"1110","1 River St","Cortland","NY","13045",-76.1672,42.6066
"1111","126 Troy Rd","E Greenbush","NY","12061",-73.7012,42.6232
"1112","4 Perinton Hills Mall","Fairport","NY","14450",-77.4444,43.0682
"1113","963 Hempstead Turnpike","Franklin Square","NY","11010",-73.6758,40.7075
"1114","10390 Bennet Road","Fredonia","NY","14063",-79.3096,42.4536
"1115","4240 Lakeville Road","Geneseo","NY","14454",-77.7887,42.7971
"1116","813 Canandaigua Rd","Geneva","NY","14456",-77.0137,42.8569
"1117","5092 Camp Rd","Hamburg","NY","14075",-78.8541,42.7491
"1118","701 Mohawk St","Herkimer","NY","13350",-74.9925,43.0188
"1119","950 Chemung St","Horseheads","NY","14845",-76.8372,42.1588
"1120","323 Elmira Rd","Ithaca","NY","14850",-76.5113,42.4264
"1121","8710 Northern Blvd","Jackson Heights","NY","11372",-73.8806,40.756
"1122","4757 Transit Rd","Lancaster","NY","14043",-78.697,42.8675
"1123","697 Troy-Schenectady Rd","Latham","NY","12110",-73.7754,42.7559
"1124","5699 Transit Road","Lockport","NY","14094",-78.6969,43.1487
"1125","411 Route 211 East","Middletown","NY","10940",-74.3867,41.4558
"1126","201 Lawrence Road","N Syracuse","NY","13212",-76.144,43.1151
"1127","8548 Seneca Turnpike","New Hartford","NY","13413",-75.316,43.0792
"1128","150 Nassau St","New York","NY","10038",-74.0059,40.7116
"1129","1283 Rt 300","Newburgh","NY","12550",-74.0683,41.5071
"1130","443 Main St","Niagara Falls","NY","14301",-79.0627,43.0894
"1131","8020 Niagara Falls","Niagara Falls","NY","14304",-78.9715,43.0893
